name,tag,region,rr,rank,puuid
ぴっちょ,0347,ap,264,1838,4997f419-c2db-52bd-9759-8d37043735f3
BARO SHOEI,브로스키,ap,231,2269,1f59f0f7-5b0b-549b-b9ff-9f20a55c67f0
FUR SWIFTLOVER,eeiu,ap,165,3611,9bd2b8c5-4899-5202-9189-2887bcabd33d
GS9,wink,ap,548,267,44dbf86e-0f26-5f29-84bd-edb5e915a3dc
APACs DEMON1,3650,ap,124,4937,23f7d813-0a2a-57af-876c-c7e6662fb6ab
ooo,5468,ap,135,4520,794056b7-61e0-5c8b-95a4-f2f3f21d2d50
无脑开枪,小狗小狗,ap,199,2929,6023f144-6c63-54a9-82d4-b52624c70d85
OG 16Chops,2005,ap,543,279,37473639-44a1-554d-89c7-524abd3cf033
Merlindz,mers,ap,317,1340,00c644c4-2a93-5dd8-9607-9235d28a5c85
つかさくん,放課後少年,ap,259,1896,71393291-c8cc-51a5-8b0a-19b42cfade0a
Little Giant,kauãz,ap,307,1434,77f1b2b9-597b-5b98-90e8-b71260cea8fb
Mohamed Light,母親管理,ap,141,4287,275f014e-929f-5504-b6e7-428f7fb47c02
HOME,HAMAC,ap,177,3313,336ddee6-b25d-564e-abac-f7c81d83e115
squirtl,111,ap,204,2797,a52f92be-358e-5bf4-a9ee-5dae44a11d79
pororo,peng,ap,174,3388,48690764-022f-5445-9165-2bfaad463f23
Rice Shower,Elna,ap,204,2800,22bcd930-040f-5c30-91b9-16f69ed68db2
nanashi,0430,ap,170,3474,07b75077-332a-5481-a250-5d3e3fdf8b5b
抖音Ruthlessness,1012,ap,741,36,6199bbeb-5da4-5b20-b7c6-61dbd72c77a2
Undertaker,LilaS,ap,134,4531,210b5cc3-ed26-563a-a7d3-1c3c968caaa2
kaipedtom,1650,ap,143,4224,148aa22a-b13c-559c-aed5-223f1498c96e
nausu,963,ap,138,4420,c2bfb697-4da8-5e12-a13b-e6e7c893f797
Kahlúa,OPALL,ap,110,5635,14616a4c-8fdc-5d37-819e-add736ba8f81
INS MeatPieN,ZZZ,ap,499,439,2ea75f8b-8a0e-537d-9eb0-c57dabe834ce
VARREL Klaus,1337,ap,577,204,ae8ed9d4-19cb-53bd-aab4-f4a5ece7447c
Xiangシ,1314,ap,257,1923,90bb4c3b-4ecb-530a-aa0a-08a3cf26066f
53kg xtra virgin,178cm,ap,163,3678,a1d47c8f-7bef-509b-944a-a8ae9bd44825
master fearless,강주하,ap,128,4763,38f9f9d7-90d8-5fe4-8baf-2b2cdcaa18d5
Nano,0831,ap,129,4742,302ee25f-4c1a-5b20-8f41-7f282f509992
jiwoo from nmixx,sss,ap,189,3092,5df24aa1-e022-5e29-854e-d7d3940b6cf3
rinrin,22222,ap,513,375,dc172ebd-655c-5f76-a456-2865e037a63c
Focus on me,srCL,ap,255,1948,13df4388-9a1a-5f4e-998f-0c464ef3d7bb
grumble,1111,ap,767,25,13727f06-0106-5460-9791-2661dc61ac8c
gyenWoo,0110,ap,186,3144,6cc1c322-185e-5b8b-9321-b619f102321d
Nth R4bbit,apex,ap,438,640,77f4afe2-a9b8-581b-a2dd-b5189795b3a3
리코가좀섹시하긴하지곤란하네,하이용사,ap,321,1299,6258b219-5ed8-5711-b775-53e278a43be8
JaLermK07,0702,ap,242,2133,55627638-8b35-550e-8564-7e9cd7b34b21
LFT jinju,珍 珠,ap,437,647,0c252d47-4605-56ca-bb4c-70582978122d
dimitri k,mdm4,ap,249,2050,6635448a-8e41-5430-beaf-f1376d581e4a
joyboy,ness,ap,149,4040,522e159a-11a3-50ff-b82a-04f307af406b
Cocosanity,0000,ap,439,635,0b1e0158-895a-5fbf-8ce8-43cf77537dca
Daisy,0604,ap,127,4800,1dd5e564-8cc6-52ee-92ed-d50172dd8949
Drop,marcy,ap,315,1352,ca4f6373-8476-588f-9dd0-cc09a5b86b92
Youuu,hot,ap,121,5086,6a865c74-78ca-552e-8209-e71c5719918a
KHReign,念念神,ap,757,28,a2b373a4-0070-5b8a-af6f-a0653de63f7f
Midro乃eＸe,ttttt,ap,439,634,3722b0cb-b043-59c8-a392-297a2a8ac0ce
Hasagiii,6990,ap,114,5399,24303f67-cf78-50bd-b150-db84a3d93ffe
fkwj65,first,ap,366,1018,2cac9e90-ab0e-59c6-a6d3-c8d380d7c03e
theDoctorr,0000,ap,401,820,2e391b6a-4ed2-53f1-9763-97c701f687fa
Wishes,12000,ap,119,5194,dbe50ff9-5747-5b7a-89cf-f9455f634863
Laevatain,zhj,ap,247,2067,5b4bdb80-4139-5ca7-9e73-7bd0845a0291
PXP ROBBIE,UEZ,ap,375,976,6375526e-28b1-5bbd-a45c-76cc1ba4e368
すーちゃんa k a 鳥谷敬,フルパ,ap,104,5964,d3458c0f-1443-59a6-8c12-b001b704eb60
innocence,kanee,ap,132,4600,a60a38cd-4fac-5e44-8a61-d9931b4e8edd
Calypso,ppp,ap,232,2258,dd3f18a9-06c3-5849-ad35-10bf306a3271
Dowoo,1014,ap,132,4590,76915b67-5827-56df-839f-18dc32bd952f
K1tD,2808,ap,216,2483,c7835e08-08a6-5cf2-bdc3-01d574e04899
peterpan,535,ap,453,591,d3c2a9ff-487c-5abe-a53f-202d7c919e0c
Qontra,onYT,ap,161,3740,9c3953f4-1049-5d68-bfce-0a6a42f094b6
kash,aisha,ap,139,4376,c7e1a777-3e77-5108-ae5d-be834a5ebd00
MigssOnYoutube,Migss,ap,208,2678,a782b991-cc91-53d5-9068-4b30ba5e3622
Taro,Catie,ap,324,1277,b3a365df-9a84-59d7-95eb-4d5c83cccc8e
ChaS2r,ASIA,ap,118,5209,4c50a801-087f-5fc7-9147-fdd30cfddda0
محمد,ابوك,ap,173,3400,ca3028fd-038c-5017-b0dd-3dd4a03c4cda
Kimi ANTONELLI,W16 E,ap,250,2021,b561b932-303b-546c-b2bb-bb71f945bcfe
T1zzin,888,ap,151,3999,bdd6fb54-4597-533c-9948-809b030d1acd
broskii,mood,ap,677,74,d08157d7-4aef-57c5-9741-a39709264774
itwasntmeitwas,kaza,ap,199,2933,8fbe6a26-bc0f-5052-b754-2aba08ee42ae
AAA基础设施陈总,33183,ap,600,175,91ee6410-92f7-5fb5-8cd8-8aeb9283a97c
Dead Frontier 2,DF2,ap,118,5228,7745badf-3522-5895-b7b3-e744635e5e22
GGA VENDETTA,2011,ap,157,3818,6fd87214-88ee-542f-bd01-1ca370407226
ねこがねころんだ,2222,ap,114,5408,4aabfc04-5ec2-594c-85b1-e8ee9e824c4d
trn d,array,ap,456,580,c9621cec-cf0a-54a0-8a58-4009509d0bf2
Monday,Mon,ap,459,570,d4fa3db7-6aec-51a0-9d51-536618a769a4
Dazindahouse,2810,ap,237,2199,1d3f1f41-698b-560b-b350-a8fc1b8172bf
pzy,hvn,ap,330,1239,71a05a4d-b3e4-5fd5-9391-cf05c7fc7aa0
WHATS THE MOVE,000,ap,108,5727,26c09c94-fa5d-582a-8289-01e338893cd1
CHARIZARD,exey,ap,157,3813,bdd67d4c-16d5-5e8d-9c8d-99777e47fc1a
OG deecee,moe,ap,374,986,bf4e8c68-67b5-51c0-b713-117213fa123f
偽善の世界,Love,ap,281,1640,d7b6d64f-80e9-520c-bf26-f60aa6e03b7b
アナﾉﾚ,あぬす,ap,174,3392,bdf4757d-978c-5b3d-a6f6-634a823df51e
Summer,mnr,ap,564,231,275dc1c5-dfac-596c-ade5-ec1784a345d1
gunta,0408,ap,105,5915,08a462f9-61ae-5631-8c10-28ba10e9b45d
足の裏が板です,6767,ap,194,3013,78edc673-e246-5ca8-a392-ded74f5cc737
RIGX BXXXNXX,xxx,ap,518,349,d495061a-c75e-5c1f-a863-54e89421381e
Jaggi,dgaf,ap,150,4006,dea2c003-9695-55f7-b132-dd46af76cd84
Kayel,800D,ap,155,3884,21d80097-0642-5d54-964c-c2db1ad55bb5
NiceHacks,000,ap,254,1971,a21f3043-f115-542f-9cfd-53dd9668a9aa
Mitsuha三葉,121,ap,181,3227,a9a678d4-3da4-5a16-a71f-8cb36586625e
곧 40대 아저씨,늙기싫다,ap,117,5249,1ee7566f-7b85-59e4-a9e1-cf86ddf73efb
7C NDG,GLHF,ap,397,846,4f63176b-7280-59af-88da-343ac2f24679
Gen JY,2010,ap,137,4433,3bbf728f-59a6-5e18-b4b7-f96af49494df
Tat5ua,unchi,ap,129,4739,f80c69f5-e02c-5b23-a46f-d874beaadfe8
Wave,Jx2,ap,232,2252,ee94e096-c4a7-5b85-8f64-c52847f28774
不负骤雨,00000,ap,340,1174,640f557f-f150-5681-9efb-41f2cc391574
swag,x   x,ap,206,2731,4608fd62-9426-5cd8-b367-460e158e169d
Nezloe,준우 7,ap,393,867,f2c26d08-3329-5617-b22b-252add99b961
Lastresort,MVP,ap,140,4346,e3865759-8e6c-5cd0-a7f9-966ed55ea83c
神獣Kyeju,0823,ap,323,1281,58290af1-e6d9-57a3-9125-b1fa72db8f70
CORTISOL SPIKER,RICQI,ap,201,2892,5c62e286-4d9b-52e4-b680-c5cd15f6c12a
Alium,xxx,ap,357,1064,8bc0560c-b6b9-53a3-b8bb-ea82a6af9573
pawka,ixo,ap,166,3585,a5b5ad4b-ede1-5eb5-8d33-f5de6f068f7a
李嘉图,腚眼聋,ap,259,1895,270896bf-86d5-50e7-bb92-b3a398e996f2
I miss her,xxxzx,ap,105,5896,fa4e3020-aa73-50f5-821c-db6e8d53917e
imnotningning,유광희,ap,413,746,3cf5fe73-3c83-5c1d-ad01-0165f9524162
pree,11111,ap,368,1011,cb1fb996-f9c4-5c55-a06f-2aaabc7af919
eating,6767,ap,239,2164,d5b6d61d-bcd3-5941-94ed-da208b1052d1
kkoruna who,ccccc,ap,505,415,a323ef43-7f9c-5614-864a-78ebfe9a1d62
akihiro,0224,ap,276,1714,f6220c7e-5d33-5925-bf37-2d3181be123d
Let,HAC,ap,139,4378,eb4b4e96-dbaf-5d9b-874b-8c1b5268925e
プロサッカー選手,397,ap,117,5295,c9e23c99-79d2-5cc3-94bc-2618831599ba
Pat,vell詩,ap,199,2940,0f93e205-cde3-5088-a78a-ad2c60d22ae2
xera,miyel,ap,129,4722,6d83116d-8cf0-58c6-935f-7f95a21bbb52
T1 BuZz,5555,ap,640,109,2feab5c1-ad3e-5d47-aec3-1d725212f18c
ZuoKew王者,Lita,ap,491,486,ef585376-dd03-5765-9f42-1036b7db894f
POPA TERMI,HCH,ap,209,2645,a6e8e2fe-c74f-5c12-965e-616b0fe8b961
slash,KingS,ap,360,1044,f9e3f3ea-5aa6-5229-a15f-d5cd547af3a3
DEATH NOTE,nocap,ap,222,2381,b830aefe-954f-5438-96df-8078c774f2c1
I like me better,2008,ap,408,766,06be4780-c2a9-5013-b242-482f5708287c
ENEV,GOAT,ap,185,3161,7f0d7a01-bba7-5f4e-85a4-461c2b97302d
Yozera,risa1,ap,213,2541,d3c2dfbd-78da-56c2-bcd8-547a11c18829
SUSHIBIGEATER,もぐじん,ap,191,3061,a339ebf1-a8e5-59fd-9a77-b83bd82fa6cc
Asuka Langley,DRX,ap,112,5536,0d84c326-0d4b-5583-bb22-58bbdf11e0aa
Xer0,XXX,ap,187,3124,2ce74791-896a-53e7-8ba3-86ff045944af
Spookyz,abc,ap,124,4936,58c58e07-c03b-5b0c-8639-4d0b8d6981b6
CTS Neeqo,carms,ap,123,4987,6739d1c5-e0a0-5102-8986-6592da9c2f47
DK SmokeKing,asd,ap,853,10,1c0ea951-7887-59ab-9a8b-1e480ea1769b
Gojo,neji,ap,212,2557,e8466573-4167-5a9c-a3c8-8d1b07b0af06
AIMБАТАРЕЯ,我很冷,ap,206,2742,c194511a-ba7b-55b8-a3c4-709ca684e604
SIGMA BOY,seima,ap,182,3210,3bf648ce-863f-5c4e-bf49-1fd955690295
ともゆき,2004,ap,168,3557,1f675ce6-a722-5146-ac75-fb36f5293f68
s0uthtiger,al0ne,ap,163,3681,445e0522-c9aa-5962-b103-577f03e7facd
てって,4422,ap,169,3529,2b36323f-c237-5cd6-94e3-a604987d8f08
Juggy,Mouse,ap,212,2565,5c576b44-4ff1-5826-85b2-1b9c7f3dc502
Kneehawl,AIMER,ap,120,5116,895e38a3-cd5f-5a51-9cf8-1a551ce1fd5d
levitating,zzz,ap,105,5922,15c85e97-4d16-5111-a743-102b5fda10dc
Julius Caesar,無敗神話,ap,138,4398,388e6d1a-f6cd-5e96-823d-a229fefda85e
precisegunplayer,ICN,ap,209,2640,d4412d77-a5f7-5ff1-800b-997992705323
r4dahn,bobby,ap,144,4214,9a4303d6-da33-5002-8441-f0e990adf995
lnai,uwu,ap,119,5152,2c27a7d4-9614-54dc-98e4-28cf94bd2da6
SGG Bo2k4,1709,ap,172,3429,401949ae-bbb7-5b0f-a7e8-024d2d54bdbb
ロリ同人,田舎中学生,ap,325,1269,5e8265a4-7310-5113-8f02-524d82860188
Misatuu407,Rem,ap,118,5232,8ca4857c-cc98-5ce5-83f6-062ac99e7323
NandingEscalante,9554,ap,305,1446,b7ccace6-fb43-5b32-bfce-607cf58c597a
おしりかじり虫,yummy,ap,107,5782,63a1f738-5249-5f36-9b23-a9ac4da2c60f
xdEclipsee,ez123,ap,159,3774,4f61adf7-8dc7-553e-959c-01dd38625e7a
サダイジン,0011,ap,505,419,6fb6d9f3-0473-5765-a6d3-341edac438c5
mini pekka,crash,ap,111,5557,42e63f3d-9661-508b-beca-2ec899e39233
tomatv225,5702,ap,199,2939,f79f076e-b16f-5f8d-974a-d744d8fabec5
あびちゅん,91856,ap,109,5652,83918e96-a07e-55c3-82cb-e0a419bfcc25
joke,2657,ap,105,5905,136da410-db6c-5fc3-9bda-4689a7a9de7c
t1nkerxD,画眉丸丸丸,ap,226,2315,52dcdd4a-8695-52bf-a7ac-3d2359028a0f
T1 PeachCan,0616,ap,441,629,b512c538-ba12-5782-92c1-e14991187ea4
JSTR berries,jam,ap,300,1494,da2b6aeb-b3ad-5783-8451-041ef27933de
wong,Mayo,ap,109,5703,5b2349ae-f144-54cc-be62-acda4c791097
重音テト fanboy,焼麺麭wp,ap,380,952,7a476779-fbc7-5949-bb41-a6d30a6ea1f5
沖縄に行くために,KR2,ap,106,5866,d09eaae7-62ec-5a26-8497-b0850a7f7d10
Selfmade,clid,ap,517,350,383c20cd-280e-5778-a3b6-64228158b73d
syue,914,ap,104,5986,91eaa3e5-7f6e-51a1-acd9-53bc7986a1d1
FendeR,Beni,ap,324,1279,640a654b-7055-5a78-be7f-813dd648700c
Shankusu,haki1,ap,360,1047,9362911c-a391-5d0c-b529-26041a8b877e
ZesBeeW,666,ap,611,150,054941b0-9160-5df8-a299-9b3aa1acdbff
Avoidant,C21,ap,179,3275,d65dad97-e9d6-5389-aa09-3b6e3f6d8c41
wunder6k,8888,ap,150,4018,1b676b0a-4680-5716-a76e-fd26be1a1913
AGT Kyokai,kiyoo,ap,113,5472,6970738a-782d-5c6c-a0f7-156a4beaedc8
CURSEviL,od09,ap,203,2836,0bffb2db-8bbb-5325-b5fc-150d068ceb60
b00nnnnn,grind,ap,746,32,e133eeb9-4e51-5a7c-983b-6b70e6daf838
jihu Anggimoti,앙앙앙,ap,149,4039,a76bdef2-d030-5e5a-8071-2659c61815f6
Omnii,008,ap,129,4728,49ea0931-3801-5447-ad52-2a6a7fcf5821
VL SHiBuYA,VLWIN,ap,344,1148,52de8208-4947-5eda-a6ed-5d62fced4bb3
DLSU tomix,666,ap,322,1291,e765c281-180f-550e-982b-91dfcc5b9d88
emo princess,1111,ap,167,3581,3fb38e28-7182-5a91-877e-a2c2739a5839
PATA  THE NOVAゆ機,無伝説建設,ap,170,3498,cd70e595-21aa-5451-b42e-2b4db27c8486
TMTK,1477,ap,171,3468,535d7390-9ef8-5ccc-9ba1-06e57de857ac
active aero,cyjen,ap,119,5173,39b0eb02-9a31-56d3-a649-c0f96b387283
姐姐 我喜欢你 我想你 我爱你,每天见,ap,118,5205,15387fa5-cc47-5c37-977a-34cb7a4db16d
taife,yum,ap,152,3974,c6ee2f62-b9da-5064-b130-323cb97d85fa
BEØM,0702,ap,665,84,bb47e246-60b3-5f6a-a97c-0612d290858e
afwafawfwa131,1234,ap,364,1028,0afd25c1-60f3-5583-912f-4afbf21a45b1
howtokill,srmb,ap,108,5748,dd3edfef-96de-5f23-ab66-04bc637ef87c
зенит ﾒ,333,ap,241,2146,76434cd8-fca4-57df-a594-0d94831f3aa0
世上最忧郁的人,0412,ap,335,1201,1050337b-83b1-5d15-b032-d5675857031e
我叫石井兰,MaRs,ap,111,5572,3476c4b3-5e28-5a15-8fac-b5f0117eee49
魏志轩轩轩轩轩轩轩轩轩轩轩轩轩轩,2007,ap,200,2902,332e503e-55ff-5643-ab01-291537b0cfb9
PRX Someday,999,ap,225,2351,40ed149d-f50f-5872-b29c-bdb20120260c
โรบอกแมพมายคราฟ,001,ap,152,3964,a482b5f9-a15f-57eb-8862-18627308be63
asdasdasdprodg,venom,ap,123,4975,e767b298-96e6-5e4e-895b-fd88d3987216
Hyeno,123,ap,114,5430,88e7e442-6bf9-5d61-84a2-6fd75483628b
