name,tag,region,rr,rank,puuid
F4T znajder99,2009,br,963,1,bad04337-c99d-5be8-83df-ffb0a2e59365
PSC raised,εγώ,br,821,2,87a6fa2e-2f15-5460-94f2-7df1d0d4a187
INTZ Palla,carol,br,779,3,b6cb2c53-090e-543e-9bc3-8d1d4eb62217
2G BRKSS3,2000,br,776,4,742b9641-c312-54c4-899a-cc2e157dd0ab
jzn,god,br,760,5,c90dcb99-d7bc-533e-a6e2-32f1cccdba78
ELEVATE tzz,3D2Y,br,751,6,4d8d0c51-80ae-5b5d-ad47-91eb7bbaee08
2G frzgod,2000,br,749,7,189b68f5-1cef-5db6-a767-74873563ebcc
,,br,742,8,
LEV erde,zzz,br,727,9,158a3073-7294-5563-9602-c119cd9fff1d
ELV landzin,KR1 5,br,725,10,8901e76f-b7c2-536d-a6db-5b8fc0373ddb
,,br,713,11,
TS liazzi,focus,br,709,12,ff1775d7-7e91-5c63-82d4-30bcd0957cc7
2G g9bera,2906,br,701,13,92de828f-4c03-5b11-b015-b9768c1dbc86
swzin,777,br,701,14,8c2d58c5-4abd-5515-a3a4-8d3756ddb992
2G Lz,2003,br,681,15,a19a08e7-6889-51aa-bb0d-1af620636392
netin,away,br,672,16,300e8264-b366-5b2a-ab28-94238da153d7
FVN chbzn,gkush,br,669,17,487f3cb0-644c-5c4e-a013-0bab8c22a288
DavidzerradeuS,ponix,br,668,18,6dfeab9a-5de2-57ef-97dd-ec87eb3177f3
2f4y,8008,br,667,19,79c05e63-5f1a-5ddd-b87b-2566d6a45b96
TS nevoy,2007,br,666,20,670b8030-31cc-51c8-ba81-c335dd2422b4
FURIA Swag,jsz,br,662,21,4ffbb489-babc-504d-8f16-5c8dd3efd253
SHI nx1,ange,br,651,22,69a7a30e-73c9-562d-97f0-9e6ab660fc08
TulaShyydeuS,Flo,br,646,23,8668ac79-7cf6-5e35-910c-c0121e9897e3
2G ambitioN,iwbc,br,638,24,5d65f3be-4c01-585b-907b-07aa9f9517b2
RED lowz,77777,br,635,25,79f13595-4c11-535e-aa63-b770725f619e
PSC chadu,lari,br,634,26,12da711c-a45e-5e95-997f-69bee9940b26
9z Zanatsu,remi,br,633,27,e4f3a25f-c803-5023-a696-b051010d5dd7
KRÜ tkzin,7777,br,630,28,4e43fa24-834d-590f-b6e0-aa7244bf9fc7
LEV spikezin,ayra,br,628,29,6cb5f959-0729-5e88-87a8-c27144902186
Virtyy,1of1,br,626,30,3f22bcdb-5695-5722-a6db-f11912befac1
TS guhrvn,ds2,br,621,31,5a7ca979-7b73-51b7-85a5-5a283bd100b4
,,br,620,32,
srN,mimi,br,616,33,86df0852-2c5b-52db-9838-474fec02b5be
luk xo,gii,br,607,34,61f455a3-80a4-5641-87e6-e6d400dffb97
FURIA bruxo,gotao,br,605,35,df67e244-2b70-59b1-83a9-dea894639835
roxthi,back,br,600,36,07ff2870-4bfc-5113-af2c-bba2e9260447
,,br,595,37,
italiano gostoso,cria,br,594,38,06afee9c-d5e3-533c-bd34-5993a1065501
ave mujica,bang,br,591,39,19ac8ae1-536a-598b-ba05-92cf0be8edcd
caiobazz,glory,br,589,40,074dcb53-9575-5704-8cbd-fc2846cd3a0f
rage aim,konnZ,br,581,41,3d1300d5-e0d3-5f17-95cc-b6b29ade9a2a
FURIA lucks,bless,br,581,42,ece41a2a-40ba-57f9-ae84-d99afc471e83
pvS,911,br,579,43,b5a042be-3d41-5188-9462-f4e9b6e6c2ef
INTZ askia,hnnh,br,568,44,ecbdff99-1579-5289-8afd-86f44f2dc319
,,br,566,45,
,,br,563,46,
FVN taco,lilla,br,561,47,0f7712b5-bda4-5538-8c50-cef34175239e
insano,drift,br,561,48,406832f2-9992-503f-91e0-a56b4d229ff3
dox executioner,xDD,br,560,49,c60b5629-b38a-50d7-a0de-58e650ad97ff
vinizin,nolov,br,559,50,cfb68021-9cb8-5cc7-b839-9de0694afd66
INTZ Siduzord,SENAI,br,558,51,7e57bec3-4336-5ef4-b93c-c1fedc1ea91c
MIBR Kring,jska,br,557,52,4af4dff5-388d-502c-8100-7daf7723cecd
h1perZ,dark,br,557,53,98117737-1ea6-541b-a91f-2c500c8d3069
INTZ tisora,zzz,br,556,54,4e75fa3d-69ea-51bc-b795-ca0217d43df1
Darker,NIUR,br,552,55,2073a9da-10f9-570c-b677-7f2e6aac72b2
dgk 君主,arise,br,550,56,4c3b7849-1088-5d85-b34d-752aa895df7a
pollo,zenha,br,549,57,ddead796-c60b-5b05-913b-bba751a7a057
,,br,547,58,
FURIA Loss,MVP,br,544,59,33c683cb-c184-5b85-973b-7862ab331548
TS havoc,zzzz1,br,542,60,26417bfb-fa76-5394-b801-9e3aba035470
fim,001,br,540,61,2a396cda-e2cc-558c-af24-dd900b507091
,,br,538,62,
lluakii,keyla,br,533,63,9908b082-630f-5141-8e84-47ceabc5518b
Gdzin,2007,br,532,64,edcd2857-0f7c-5f8d-bfec-63eb9d8837c7
Liquid jelly,cats,br,525,65,d2f0565f-48de-5285-975a-6a6ec101ba44
KRÜ phc,Jesus,br,525,66,a3d7b466-c758-5a6a-872d-d64c1509de94
9z forbanz,wrld,br,525,67,0fd4aa3e-b5d2-5059-9a9c-b87f7029203c
ELV mxnor7,2010,br,523,68,ef7625ba-f108-53d2-98dd-bfb6a267f55b
,,br,522,69,
MIBR waved,ema,br,521,70,730c5acb-cd31-5136-951f-f593bc92992f
,,br,518,71,
anakin,bryan,br,517,72,5e8f924a-32cb-5f28-811f-4abae7c266b1
Rayan Cherki,leozi,br,515,73,d6fa6adc-f3f6-5932-82ae-a14297e100ef
taka,jesus,br,514,74,a37d09db-9e5f-56ce-9e1c-2d0526ad7022
kzr,bala,br,513,75,b8dfb697-b744-5e29-bfeb-38eb9eef95f3
pryze,budy,br,510,76,e0f70503-7efa-5b74-9c5f-acc64a335bfd
mndeuS,mila,br,510,77,8d6a6cf7-af1c-5978-b200-57ca5b6ae047
,,br,506,78,
你向我保证过,16y,br,506,79,482a9183-5fe9-57c5-bdad-654f618290a5
Nozwer,flama,br,505,80,77ea36ba-b1f9-520b-b598-6841f9c15cf3
ELV falcone,chato,br,503,81,f6824b67-e1e5-5a95-b408-29d6098e5622
tokky,nice,br,501,82,7f26cd1c-5298-5768-88a6-1660ca2235f2
drzZz,666,br,501,83,388e580f-7bcd-5a10-b891-94bd6a3ed84e
always,hxpz,br,501,84,4c2c04f9-6867-5e9d-88f9-7bfd29dba7a4
TBK snwziN,awp,br,500,85,23af6245-8dff-5c73-86ac-2045f88ffaca
jczerA,shark,br,498,86,753f7b18-c161-585a-a8a7-42e03a7808f4
REMO Fw,Pansa,br,496,87,665a363f-21b9-5ec8-9aca-c85b4bd1f6e2
carry,duda,br,493,88,a5535221-6a18-54bf-984b-5f61bbe85098
khalil,ksfa,br,493,89,db737433-8b3b-508d-a6ab-63a4b5075c90
TOTALE khaikky,arise,br,486,90,ab03fad7-da26-59b0-a045-9fc06108f410
LEV freγa,777,br,483,91,b45e8d28-415b-59d2-9665-c905e77a4350
F4T bebeto,nolov,br,483,92,4e82ca93-90dd-5bb5-bc15-6cd7c9d3a25b
ryoz,2010,br,482,93,8f9b1bdf-22d1-5e86-a35c-e47755a65f6c
NAT krysme,jsz,br,482,94,49340b48-aa71-5833-9f87-904f8bdab7f1
midnight11,ตˇˉˇต,br,481,95,e5f49562-0395-547c-b09e-e80d4f3e9ca8
TBK zapziN,blu,br,480,96,087a4885-e157-5ad7-949b-2502e7c3938d
LEV Kramz,gkush,br,479,97,783c78ea-467a-5f49-87a0-6d586a1f4327
,,br,474,98,
Yzaraaﾏ,15y,br,473,99,10a2c25e-d815-5e2d-8529-271b80f0a3d4
,,br,471,100,
FURIA above,yhwh,br,471,101,43296bc4-89a3-5416-8217-c7268747d184
MIBR Sacy,EGO,br,471,102,adb01d7f-ec11-579c-a652-45fc77d7f7e9
munhoziN,ana,br,468,103,f629981f-f925-5d34-a703-24d2962c1ada
,,br,466,104,
XTRANHO,3011,br,466,105,3b15645e-9035-5415-94cd-124a86a1636e
desire,yhwh,br,464,106,55b96261-8154-5bcf-9c64-437c3dc74bac
Twitch CTCvlr,0735,br,464,107,d385bb8d-9fc8-5c84-88c7-68fe65d3109b
,,br,463,108,
myst1zip,fran,br,463,109,da88099d-06e3-54ff-93a3-db0d94094641
wolfgang,ykwim,br,463,110,e23eb8ec-f4df-5576-837f-14184c67e3ff
ELEVATE nicksz,138,br,460,111,f65d16cb-8d03-5a55-a132-fa68ae8cd1f3
MIBR aztex,2007,br,460,112,4bf4bf44-ca67-5458-b078-ed865ab30f82
MIBR luid66,luid,br,455,113,b7d186a4-6265-572f-bbea-1957e7124779
v1nNy,3D2Y,br,449,114,517ad1ae-8edd-5bf8-8dc1-e4f98716ac65
Sota,say,br,447,115,c8054a13-a152-5eb7-90bd-de61ebf52fac
w0nderfull,MVP,br,446,116,db04c36a-ab68-5e95-bb83-4a34056ca5a4
lilo,pprt,br,444,117,a7150334-e72a-5a22-8e34-c052f157a9d4
F4T jotinha,sup,br,444,118,0ccc8adc-c84d-5f4b-b4a7-75a950ec951d
gbzz,CEI,br,444,119,b8877a5d-ca7b-5c0a-8504-9a7ebb7f74b5
Ayke,NTC,br,443,120,2ad2071d-657d-5c77-81f0-0b14ab21395b
MIBR turkishv1,MIRA,br,440,121,6166c58e-072f-5bf3-8acf-09f4a5540cac
red skz,2802,br,440,122,5b6b41c1-b9ae-561f-baa7-64a1996ea8cc
escobedo,dvz,br,439,123,88b07a1a-8da3-52c9-9dab-2ea2d38427af
,,br,438,124,
tiktok gbrvlr,yas,br,436,125,ef435dab-41d4-578e-b547-bf5b1e7d3b9d
PSC fish,XIT,br,436,126,e7577969-e1c9-5deb-a105-d7b8b25fec3a
sarue66,sarah,br,436,127,d34a706c-0261-523a-8977-405d7e943e28
zrK33,Jesus,br,435,128,720057cd-8a61-54a8-a05b-27667e09a804
yoshsandargooner,sci,br,434,129,bd4df277-1352-5f23-8164-d781ce176056
ryu1,demon,br,433,130,edcc28c0-f99c-5d88-906a-afea70b5e2a7
,,br,433,131,
PKX,GFBPA,br,432,132,a5caac8a-c110-5a66-ad74-d615f6a0207c
scooby dooby doo,props,br,431,133,d7b1dcfa-4e76-5557-9d23-273ff6f3c8ea
insomaniac,lutz,br,431,134,e8521efa-91be-5025-8120-89e68cff6680
F4T madotsuki,vit9,br,428,135,5025defe-36d2-5d90-b07d-fd35e62a2fd6
carmine,ñññ,br,428,136,a7499ac6-b08d-5eca-a6fd-4879c6eab847
MIBR sanoj,bre,br,426,137,8a70e0f9-a50c-5116-9546-8a3dfd64a510
,,br,426,138,
NAT Jenniffer,ctd,br,425,139,c13b335d-a8be-5ba4-a80c-e33957b3fd88
,,br,420,140,
kimbossj,c19,br,420,141,6dfe9555-8640-58e8-bdf4-aa9ad532e7d4
ma21n,2WC,br,419,142,1de63afc-86c6-58e8-b2da-65f33c264664
ErK,luyta,br,419,143,c508a77d-f740-5c4b-ab67-96f6ed80e891
victor,deus,br,418,144,3ac38ab5-f13b-5578-ba19-6535fc2a5aba
,,br,416,145,
cuts,yxz,br,416,146,e5409244-c6d5-58bc-9cd5-107dfcf7f109
terr0r d3 vocês,sami,br,416,147,2d4415d1-19c7-58ab-a594-261d202060dc
,,br,415,148,
HiiiK PUTÃO,HELEN,br,413,149,7eef8977-2d7f-5b85-bc53-85f0121dd81d
diguera,LLL,br,413,150,83dc44c7-6d49-5338-9f23-569513f7228b
H1soka,2011,br,412,151,5396e2ac-1df1-518e-84b7-b9294505b9ba
natale chatao,verme,br,411,152,445532fd-477e-5e7a-8a1a-7d985cc1dd6c
rumuca,2005,br,411,153,29f6e5df-d859-5456-852c-7e0466cbd61b
elevate k,zzz,br,410,154,26934208-3602-5e19-969f-6d47dc5617d6
PLATIPLATIPLATI,2006,br,408,155,38fc8572-5aa6-5122-9d3f-790fd61be7d2
Hasp,isa,br,408,156,a4ac830e-3423-5eb3-b916-ddf134c83b5f
personne,messi,br,407,157,0f60b650-5a39-5485-a0b3-2095dc72ab04
mdg7,odio,br,404,158,af081d59-835c-5c95-be4a-8efbd0de2bb3
ilydtz,swag,br,403,159,3ce64003-15e3-513d-b6a8-9987bc192206
,,br,402,160,
astro,jzz,br,401,161,1025e1ab-dbed-5877-99e1-4ac31faae77f
,,br,401,162,
dazzi,mari,br,399,163,072cd994-93ec-5053-806e-30b24e70328a
TOTALE fx,rsrs,br,399,164,a891bc19-f64b-5b28-b5a2-8cc84e6e4e7d
C9 TCKU o SUJO,piano,br,399,165,9c9654ba-219d-54f3-b351-f538184b7814
OneMore,336e,br,399,166,83a69d82-d75a-5918-8a3c-2d8ea7175d6e
LOUD Coreano,LLL,br,397,167,10726a29-ce65-5471-a794-32733f309a16
FVN Melser,nenee,br,396,168,e9089a46-db9b-5037-b27b-ee6f06c4be63
MIBR melissa,dcnty,br,396,169,8e035765-c1d5-5791-a82f-8631754ad49a
whistler,snxw,br,396,170,6e36c7cd-b739-559f-b69f-5425fb9fda63
quev,kssz,br,396,171,a58cdb45-51fe-5d53-b2d2-0f119cce9068
DingobadS2,br1,br,394,172,09feb01c-941b-5f20-bf0c-36ca278fb6f0
REMO bnj,ssj,br,392,173,ebf99e98-3035-596e-95ca-d4959acf9d99
rakanelli,025,br,392,174,510cca5d-57a3-5cd0-8389-cb2043786a8d
headZera,Firma,br,392,175,dfa220f7-ba50-5e48-9960-77973a50545e
dgk f1nal da n3t,4i20,br,391,176,bc2a75b1-48eb-5f9f-8948-7d1af74e0c1b
AFG KvS,faith,br,391,177,69f93c49-1ebc-54cf-ab38-3501a7e84aa7
,,br,389,178,
awake,a k,br,388,179,3bb95faf-1135-59cf-8b88-e8b949ef4028
lolo,mand,br,388,180,a184961a-8145-51c2-ac9f-c156ba94315f
Judiscreison,xit,br,386,181,d5f58f3a-752e-5ec8-b1e1-3f35bf0be1c5
dny,suy,br,386,182,c707d5cd-bab5-5cb0-a45a-c94e87259616
Dragon ダ,xDs,br,385,183,b81edadb-e715-57ce-9ae3-f0ae7a83de52
joão rapidão,RED,br,385,184,819ad8ff-f09f-5c3d-a834-d6a6e7607c0c
ecypse,deft,br,384,185,d2c2ca9e-625b-5838-a145-429fd7ca622d
davizn,zzz,br,383,186,7136cc04-d3e8-5fd9-91c2-d912688013b0
Theuso,tso,br,383,187,e6f2152b-9403-52d7-b201-0ccd11556b73
,,br,383,188,
,,br,383,189,
,,br,382,190,
leozIN,CRF,br,381,191,b375ce8b-faa8-5cc6-8fbc-b7b4f916a21b
winter,271,br,379,192,9d4cc72b-4666-5555-8256-742bc244ef5b
xbow player,mecci,br,378,193,ed4674d8-837d-51c0-b420-5c52cd5b2a67
gczin,2501,br,378,194,2a29bf4b-22bb-50f6-90d1-a76b2d6cdd59
Kyogre,Matoi,br,377,195,075f4ac7-951f-5c9d-a4dc-9b62bce14fab
effetic,carol,br,377,196,7aeabef9-b2c6-59b2-ada3-575159bf66cf
kalec,2007,br,377,197,e2f77f10-cd83-52ef-92eb-1d7cf38a64df
raphv7b,CL7b,br,376,198,824b7810-562c-5815-a5f8-ad6fe718bd1a
Urango,0000,br,376,199,86ded083-38af-56ce-9593-48c53f37e4de
Delva,S2giu,br,376,200,c37ae769-064d-54dc-a38f-95596f892771
amasso bots,l1x0s,br,374,201,ff3dfbd0-8eb3-5640-bc3f-ec32104dd566
shion,0011,br,373,202,1a12e436-ad17-5291-9bfc-d887a5c5e24b
totale rød,ybmh,br,373,203,48237dba-8566-5caa-a4a9-dd2ca1f6ac8b
mainJETT,3463,br,373,204,92f1dd0c-c0fb-5489-9e7f-2f3c6985851c
jway,GCDY,br,372,205,f321210f-1a29-54a3-82fd-17e695a37025
raffa,zzz,br,370,206,b734aa19-1f35-5087-8d1a-889a4302f24e
bolacha,3D2Y,br,370,207,b72b5eea-5fef-5f37-8f5a-73e59ec561ee
AAA,rieiv,br,370,208,e42e10ba-187c-5eda-989b-b22025ebdb7d
softcore,9356,br,370,209,6f456e9b-da46-51c8-a46c-0765e4f50a2c
norid,miauu,br,370,210,1353a6ba-9d7d-55b0-8c90-1d6f0588f567
ilystorm66,yhwh,br,368,211,e1460d82-8493-53ec-aad2-857b0eb9deb1
демон 666,033,br,368,212,31286329-b8c1-58fe-bd39-0cc6bd2fd9b9
m3n0r big0d3,perig,br,366,213,e907fd20-1754-5f4a-9fc8-c56a99a91e03
MIBR mizzy,vroom,br,366,214,b979b377-ac8e-53c8-9717-c2d3c4ef1788
,,br,366,215,
F4T romario,weed,br,365,216,34d3dca6-c6e7-5a33-b197-6d1b2f2c88e4
kim,EG000,br,365,217,7ad5cffe-4fd9-5c7d-8ce4-7c9276df4b70
YUNOALARGAMAE,LINDO,br,364,218,31bb660b-cf48-5349-9a51-f3154f0adf7f
gbL iwnl,001,br,364,219,d827fa2c-9521-5224-9b0a-ae62d6536600
MIBR kronos,aimer,br,364,220,4c247c5c-784a-572d-88eb-52ac8a44f26b
TBK kon4n,DTJ,br,363,221,0a226423-6185-52ca-8c21-0d83b6e25325
eSr,Sk8,br,363,222,f8b01358-e0af-5a2e-adc4-995a13822716
PSC spm,950,br,363,223,1b22adbe-c0e0-5be6-b976-0a753ce72019
